Count,Tradelist Count,Name,Edition,My Price,Price
1,1,Camel,Arabian Nights,0.66,$0.65
1,1,Camel,Arabian Nights,0.66,$0.65
2,2,Cannibalize,Stronghold,0.16,$0.15
2,2,Canopy Surge,Invasion,0.2,$0.18
43,8,Canopy Vista,Battle for Zendikar,2.97,$3.14
4,4,Capashen Unicorn,Invasion,0.17,$0.15
38,8,Captain of the Mists,Avacyn Restored,0.37,$0.31
2,2,Captain of the Watch,Magic 2013,0.73,$0.72
4,4,Captain Sisay,Invasion,3.56,$3.64
27,8,Captain's Claws,Oath of the Gatewatch,0.6,$0.63
7,7,Captain's Maneuver,Apocalypse,0.19,$0.18
10,8,Carnifex Demon,Scars of Mirrodin,0.32,$0.33
64,8,Carnival Hellsteed,Return to Ravnica,0.34,$0.28
5,5,Carnivorous Plant,The Dark,0.16,$0.14
3,3,Carnophage,Exodus,0.26,$0.26
2,2,Carpet of Flowers,Urza's Saga,2.57,$2.48
4,4,Carrion Wall,Nemesis,0.2,$0.21
3,3,Castle,Revised Edition,0.19,$0.18
4,4,Castle Sengir,Homelands,0.21,$0.22
2,2,Cat Burglar,Exodus,0.17,$0.15
1,1,Cat Warriors,Legends,0.18,$0.19
3,3,Cat Warriors,Legends,0.18,$0.19
1,1,Cat Warriors,Classic Sixth Edition,0.14,$0.14
2,2,Catalog,Urza's Saga,0.16,$0.14
1,1,Catastrophe,Urza's Saga,4.34,$4.43
55,8,Catch // Release,Dragon's Maze,0,$0.32
4,4,Cateran Brute,Mercadian Masques,0.16,$0.14
1,1,Cateran Enforcer,Mercadian Masques,0.21,$0.19
1,1,Cateran Kidnappers,Mercadian Masques,0.23,$0.22
4,4,Cateran Persuader,Mercadian Masques,0.17,$0.14
1,1,Cateran Slaver,Mercadian Masques,0.35,$0.35
3,3,Cateran Summons,Mercadian Masques,0.2,$0.19
4,4,Cathars' Crusade,Avacyn Restored,1.4,$1.43
1,1,Cathedral of Serra,Legends,1.34,$1.35
22,8,Cathedral of War,Magic 2013,1.62,$1.72
1,1,Cathodion,Urza's Saga,0.2,$0.18
4,4,Cauldron Dance,Invasion,0.34,$0.32
3,3,Caustic Wasps,Mercadian Masques,0.21,$0.19
2,2,Cave People,The Dark,0.2,$0.18
4,4,Cave Sense,Mercadian Masques,0.17,$0.14
3,3,Cavern Crawler,Mercadian Masques,0.16,$0.14
6,6,Cavern Harpy,Planeshift,0.16,$0.15
2,2,Cavern of Souls,Avacyn Restored,55.91,$55.93
2,2,Caves of Koilos,Magic 2015 Core Set,1.79,$2.01
9,8,Caves of Koilos,Magic Origins,1.69,$1.89
59,8,Celestial Archon,Theros,0.33,$0.27
2,2,Celestial Colonnade,Worldwake,36.55,$39.21
2,2,Celestial Convergence,Prophecy,0.71,$0.72
1,1,Celestial Dawn,Mirage,0.82,$0.74
1,1,Celestial Dawn,Classic Sixth Edition,0.64,$0.87
1,1,Celestial Prism,Revised Edition,0.18,$0.16
5,5,Cemetery Reaper,Magic 2012,2.98,$2.97
12,8,Cerebral Eruption,Scars of Mirrodin,0.29,$0.28
4,4,Ceremonial Guard,Mercadian Masques,0.17,$0.14
4,4,Ceta Disciple,Apocalypse,0.17,$0.15
7,7,Ceta Sanctuary,Apocalypse,0.19,$0.17
3,3,Chain Lightning,Legends,12.59,$12.63
68,8,Chained to the Rocks,Theros,0.4,$0.37
1,1,Chambered Nautilus,Mercadian Masques,0.22,$0.19
2,2,Chameleon Spirit,Mercadian Masques,0.22,$0.22
23,8,Champion of Lambholt,Avacyn Restored,2.13,$2.09
14,8,Champion of Stray Souls,Born of the Gods,0.71,$0.65
2,2,Champion of the Parish,Innistrad,2.52,$2.65
9,8,Chancellor of the Annex,New Phyrexia,1.08,$1.09
14,8,Chancellor of the Dross,New Phyrexia,0.4,$0.45
4,4,Chancellor of the Forge,New Phyrexia,0.54,$0.53
15,8,Chancellor of the Spires,New Phyrexia,0.42,$0.41
10,8,Chancellor of the Tangle,New Phyrexia,0.35,$0.35
33,8,Chandra's Ignition,Magic Origins,0.4,$0.39
5,5,Chandra's Phoenix,Magic 2014 Core Set,0.43,$0.59
16,8,"Chandra, Fire of Kaladesh",Magic Origins,4.09,$4.53
3,3,"Chandra, Flamecaller",Oath of the Gatewatch,12.35,$15.56
3,3,"Chandra, Pyromaster",Magic 2015 Core Set,2.96,$3.21
9,8,Channel,Revised Edition,0.31,$0.29
62,8,Chaos Imps,Return to Ravnica,0.26,$0.24
3,3,Chaoslace,Revised Edition,0.3,$0.29
2,2,Chaotic Strike,Invasion,0.23,$0.22
1,1,Charging Paladin,Exodus,0.17,$0.15
4,4,Charging Troll,Invasion,0.22,$0.22
4,4,Charm Peddler,Mercadian Masques,0.17,$0.14
37,8,Charmbreaker Devils,Innistrad,0.3,$0.29
1,1,Charmed Griffin,Mercadian Masques,0.2,$0.18
17,8,Chief Engineer,Magic 2015 Core Set,0.53,$0.54
3,3,Chieftain en-Dal,Nemesis,0.2,$0.18
1,1,Chill,Classic Sixth Edition,0.44,$0.41
2,2,Chilling Apparition,Prophecy,0.2,$0.20
1,1,Chimeric Idol,Prophecy,0.29,$0.30
10,8,Chimeric Mass,Scars of Mirrodin,0.29,$0.28
1,1,Cho-Arrim Legate,Mercadian Masques,0.21,$0.19
4,4,Cho-Manno's Blessing,Mercadian Masques,0.18,$0.15
4,4,Choked Estuary,Shadows over Innistrad,1.9,$2.56
1,1,Choking Sands,Mirage,0.47,$0.40
1,1,Choking Vines,Weatherlight,0.18,$0.15
4,4,Chord of Calling,Magic 2015 Core Set,10.77,$10.92
12,8,Chromanticore,Born of the Gods,1.05,$1.06
1,1,Chromatic Lantern,Return to Ravnica,8.05,$8.19
3,3,Chromatic Sphere,Invasion,0.9,$0.88
3,3,Cinder Crawler,Exodus,0.16,$0.14
2,2,Cinder Elemental,Mercadian Masques,0.21,$0.20
1,1,Cinder Giant,Weatherlight,0.2,$0.21
37,8,Cinder Glade,Battle for Zendikar,2.95,$3.18
1,1,Cinder Marsh,Tempest,0.2,$0.19
1,1,Cinder Shade,Invasion,0.22,$0.22
1,1,Circle of Protection: Artifacts,Antiquities,4.44,$3.58
7,7,Circle of Protection: Black,Revised Edition,0.17,$0.16
1,1,Circle of Protection: Black,Ice Age,0.22,$0.18
10,8,Circle of Protection: Blue,Revised Edition,0.16,$0.15
9,8,Circle of Protection: Green,Revised Edition,0.17,$0.15
2,2,Circle of Protection: Green,Ice Age,0.19,$0.18
1,1,Circle of Protection: Green,Tempest,0.24,$0.19
5,5,Circle of Protection: Red,Revised Edition,0.18,$0.17
2,2,Circle of Protection: Red,Fourth Edition,0.14,$0.19
1,1,Circle of Protection: Red,Classic Sixth Edition,0.14,$0.19
9,8,Circle of Protection: White,Revised Edition,0.15,$0.14
4,4,Circle of Protection: White,Ice Age,0.15,$0.14
1,1,Circle of Protection: White,Classic Sixth Edition,0.14,$0.16
1,1,Citadel of Pain,Prophecy,0.29,$0.28
44,8,Citadel Siege,Fate Reforged,0.37,$0.36
1,1,Citanul Druid,Antiquities,0.6,$0.56
1,1,City in a Bottle,Arabian Nights,80.38,$80.01
1,1,City of Brass,Chronicles,2.86,$2.89
1,1,City of Brass,Classic Sixth Edition,2.88,$2.86
1,1,City of Shadows,The Dark,4.56,$4.32
1,1,City of Shadows,The Dark,4.56,$4.32
1,1,City of Shadows,The Dark,4.56,$4.32
3,3,City of Shadows,The Dark,4.56,$4.32
1,1,City of Traitors,Exodus,178.15,$166.95
2,2,Clairvoyance,Ice Age,0.17,$0.15
42,8,Clan Defiance,Gatecrash,0.29,$0.27
1,1,Claws of Gix,Urza's Saga,0.25,$0.25
1,1,Clay Statue,Antiquities,0.18,$0.20
1,1,Cleansing,The Dark,0.89,$0.89
1,1,Clear the Land,Mercadian Masques,0.39,$0.38
20,8,Clever Impersonator,Khans of Tarkir,3.34,$3.59
2,2,Clifftop Retreat,Innistrad,4.85,$4.98
1,1,Cloak of Confusion,Ice Age,0.17,$0.14
2,2,Cloak of Invisibility,Mirage,0.15,$0.13
1,1,Cloak of Mists,Urza's Saga,0.18,$0.18
4,4,Clockwork Beast,Revised Edition,0.31,$0.29
1,1,Clockwork Beast,Revised Edition,0.31,$0.29
1,1,Clockwork Gnomes,Homelands,0.18,$0.16
4,4,Clone,Revised Edition,0.33,$0.29
16,8,Clone,Magic 2013,0.39,$0.36
2,2,Clone,Magic 2014 Core Set,0.42,$0.40
16,8,Clone Legion,Dragons of Tarkir,1.06,$1.25
1,1,Close Quarters,Mercadian Masques,0.2,$0.19
1,1,Cloud Cover,Planeshift,0.93,$0.95
1,1,Cloud Elemental,Visions,0.17,$0.15
2,2,Cloud Spirit,Stronghold,0.17,$0.14
4,4,Cloud Sprite,Mercadian Masques,0.17,$0.15
6,6,Cloudskate,Nemesis,0.16,$0.14
3,3,Coal Golem,The Dark,0.21,$0.21
7,7,Coalition Flag,Apocalypse,0.2,$0.18
4,4,Coalition Honor Guard,Apocalypse,0.17,$0.14
1,1,Coalition Victory,Invasion,0.48,$0.48
5,5,Coastal Drake,Apocalypse,0.16,$0.14
5,5,Coastal Hornclaw,Prophecy,0.17,$0.14
1,1,Coastal Piracy,Mercadian Masques,0.72,$0.73
1,1,Cocoon,Legends,0.36,$0.37
2,2,Coercion,Visions,0.17,$0.15
1,1,Coercion,Classic Sixth Edition,0.14,$0.14
1,1,Coffin Puppets,Prophecy,0.34,$0.32
4,4,Coiling Woodworm,Nemesis,0.19,$0.20
2,2,Coils of the Medusa,Weatherlight,0.16,$0.14
1,1,Collapsing Borders,Invasion,0.35,$0.32
3,3,Collected Company,Dragons of Tarkir,15.72,$17.40
53,8,Collective Blessing,Return to Ravnica,0.37,$0.37
2,2,Collective Restraint,Invasion,4.28,$4.07
1,1,Collective Unconscious,Mercadian Masques,0.62,$0.65
14,8,Colossal Whale,Magic 2014 Core Set,0.29,$0.26
19,8,Colossus of Akros,Theros,1.29,$1.31
4,4,Combat Medic,Fallen Empires,0,$0.16
2,2,Combat Medic,Fallen Empires,0,$0.16
4,4,Combat Medic,Fallen Empires,0,$0.16
5,5,Combat Medic,Fallen Empires,0,$0.14
26,8,Commune with Lava,Dragons of Tarkir,0.39,$0.37
1,1,Complex Automaton,Nemesis,0.31,$0.31
3,3,Conch Horn,Fallen Empires,0.37,$0.33
2,2,Concordant Crossroads,Legends,21.38,$25.71
19,8,Conduit of Ruin,Battle for Zendikar,0.88,$1.01
1,1,Cone of Flame,Weatherlight,0.2,$0.20
13,8,Confirm Suspicions,Shadows over Innistrad,0.32,$0.30
10,8,Confound,Planeshift,0.18,$0.17
2,2,Congregate,Urza's Saga,0.22,$0.21
58,8,Conjured Currency,Return to Ravnica,0.26,$0.24
5,5,Conjurer's Closet,Avacyn Restored,0.81,$0.83
3,3,Consecrated Sphinx,Mirrodin Besieged,21.02,$21.76
1,1,Conservator,Unlimited Edition,0.42,$0.56
1,1,Conservator,Revised Edition,0.18,$0.16
1,1,Conservator,Fourth Edition,0.19,$0.18
5,5,Consume Strength,Apocalypse,0.16,$0.14
2,2,Consuming Aberration,Gatecrash,2.94,$2.98
3,3,Contagion Engine,Scars of Mirrodin,4.04,$4.12
1,1,Contemplation,Stronghold,0.2,$0.19
1,1,Contempt,Stronghold,0.17,$0.14
8,8,Contested War Zone,Mirrodin Besieged,0.43,$0.40
1,1,Contract from Below,Revised Edition,0.39,$0.36
1,1,Control Magic,Revised Edition,0.46,$0.46
7,7,Conversion,Revised Edition,0.19,$0.18
1,1,Conviction,Stronghold,0.17,$0.15
1,1,Copper-Leaf Angel,Prophecy,0.55,$0.63
1,1,Copy Artifact,Unlimited Edition,30.81,$28.88
7,7,Copy Artifact,Revised Edition,6.75,$6.38
1,1,Coral Fighters,Mirage,0.18,$0.17
1,1,Coral Merfolk,Urza's Saga,0.17,$0.14
27,8,Corpsejack Menace,Return to Ravnica,0.62,$0.64
29,8,Corpseweft,Dragons of Tarkir,0.34,$0.32
1,1,Corrosion,Visions,0.39,$0.35
1,1,Corrupt,Urza's Saga,0.18,$0.18
1,1,Corrupt Official,Mercadian Masques,0.33,$0.30
31,8,Corrupted Crossroads,Oath of the Gatewatch,0.51,$0.57
17,8,Corrupted Grafstone,Shadows over Innistrad,0.33,$0.35
16,8,Council of the Absolute,Dragon's Maze,0.72,$0.70
30,8,Counterflux,Return to Ravnica,0.59,$0.62
36,8,Counterlash,Dark Ascension,0.26,$0.25
1,1,Counterspell,Unlimited Edition,14.24,$16.15
2,2,Counterspell,Revised Edition,1.13,$1.09
1,1,Counterspell,Ice Age,1.13,$1.06
1,1,Counterspell,Classic Sixth Edition,0.84,$0.97
4,4,Counterspell,Mercadian Masques,1.25,$1.33
19,8,Courser of Kruphix,Born of the Gods,3.43,$3.61
55,8,Crackling Doom,Khans of Tarkir,0.63,$0.65
1,1,Cradle Guard,Urza's Saga,0.21,$0.18
4,4,Crash,Mercadian Masques,0.17,$0.14
1,1,Crashing Boars,Exodus,0.19,$0.18
27,8,Crater Elemental,Dragons of Tarkir,0.35,$0.34
39,8,Crater's Claws,Khans of Tarkir,0.39,$0.36
1,1,Craven Giant,Stronghold,0.16,$0.14
10,8,Craw Wurm,Revised Edition,0.14,$0.13
6,6,Creature Bond,Revised Edition,0.16,$0.15
1,1,Creature Bond,Fourth Edition,0.14,$0.14
1,1,Credit Voucher,Mercadian Masques,0.2,$0.19
8,8,Creeping Corrosion,Mirrodin Besieged,2.09,$2.20
1,1,Creeping Mold,Visions,0.21,$0.20
31,8,Creeping Renaissance,Innistrad,0.34,$0.32
21,8,Creepy Doll,Innistrad,0.38,$0.34
1,1,Cremate,Invasion,0.2,$0.18
2,2,Crenellated Wall,Mercadian Masques,0.25,$0.24
1,1,Crevasse,Legends,0.34,$0.38
4,4,Crimson Acolyte,Invasion,0.18,$0.17
1,1,Crooked Scales,Mercadian Masques,0.35,$0.34
2,2,Crop Rotation,Urza's Legacy,1.9,$1.91
1,1,Crosis's Attendant,Invasion,0.21,$0.18
4,4,Crosis's Catacombs,Planeshift,0.77,$0.76
4,4,Crosis's Charm,Planeshift,0.25,$0.26
2,2,"Crosis, the Purger",Invasion,3.07,$3.19
2,2,Crossbow Ambush,Stronghold,0.17,$0.14
4,4,Crossbow Infantry,Mercadian Masques,0.16,$0.14
1,1,Crovax the Cursed,Stronghold,0.43,$0.44
3,3,Crown of Flames,Invasion,0.17,$0.14
11,8,Crucible of Fire,Magic 2015 Core Set,0.85,$0.85
33,8,Crucible of the Spirit Dragon,Fate Reforged,0.39,$0.38
1,1,Crucible of Worlds,Fifth Dawn,62.98,$62.08
10,8,Cruel Sadist,Magic 2015 Core Set,0.26,$0.23
4,4,Crumble,Antiquities,0.19,$0.21
5,5,Crush of Tentacles,Oath of the Gatewatch,5.97,$2.10
39,8,Crux of Fate,Fate Reforged,0.73,$0.83
8,8,Crypt Ghast,Gatecrash,2.39,$2.55
56,8,Cryptborn Horror,Return to Ravnica,0.26,$0.25
1,1,Cryptic Command,Lorwyn,27.16,$27.50
36,8,Cryptolith Rite,Shadows over Innistrad,2.46,$2.45
2,2,Crystal Chimes,Urza's Saga,0.33,$0.31
2,2,Crystal Rod,Revised Edition,0.18,$0.16
1,1,Crystal Vein,Mirage,0.4,$0.40
2,2,Culling the Weak,Exodus,0.74,$0.71
2,2,Cunning,Exodus,0.17,$0.14
1,1,Curiosity,Exodus,0.43,$0.42
4,4,Curse Artifact,The Dark,0.2,$0.18
10,8,Curse of Bloodletting,Dark Ascension,0.52,$0.53
45,8,Curse of Death's Hold,Innistrad,0.46,$0.43
21,8,Curse of Echoes,Dark Ascension,0.28,$0.27
1,1,Curse of Marit Lage,Ice Age,0.34,$0.33
33,8,Curse of Misfortunes,Dark Ascension,0.27,$0.26
33,8,Curse of Stalked Prey,Innistrad,0.37,$0.34
34,8,Curse of the Swine,Theros,0.3,$0.29
3,3,Cursecatcher,Shadowmoor,11.52,$11.66
1,1,Cursed Flesh,Exodus,0.17,$0.15
4,4,Cursed Flesh,Invasion,0.17,$0.14
3,3,Cursed Land,Revised Edition,0.19,$0.17
1,1,Cursed Rack,Antiquities,0.6,$0.64
1,1,Customs Depot,Mercadian Masques,0.19,$0.17
4,4,Cyclonic Rift,Return to Ravnica,5.89,$5.96
1,1,Cyclopean Mummy,Legends,0.16,$0.16
2,2,Cyclopean Mummy,Legends,0.16,$0.16
6,6,D'Avenant Archer,Legends,0.18,$0.19
1,1,D'Avenant Archer,Classic Sixth Edition,0.14,$0.14
32,8,Daghatar the Adamant,Fate Reforged,0.34,$0.31
26,8,Damnable Pact,Dragons of Tarkir,0.41,$0.37
1,1,Damnation,Planar Chaos,65.3,$64.13
1,1,Dance of Many,The Dark,0.9,$0.92
1,1,Dance of the Dead,Ice Age,1.4,$1.37
3,3,Dancing Scimitar,Revised Edition,0.31,$0.28
1,1,Darigaaz's Attendant,Invasion,0.21,$0.18
3,3,Darigaaz's Charm,Planeshift,0.2,$0.22
2,2,"Darigaaz, the Igniter",Invasion,1.05,$1.39
9,8,Daring Leap,Planeshift,0.16,$0.14
9,8,Daring Thief,Journey into Nyx,0.28,$0.26
1,1,Dark Banishing,Mirage,0.17,$0.14
6,6,Dark Heart of the Wood,The Dark,0.16,$0.15
19,8,Dark Impostor,Avacyn Restored,0.9,$0.89
9,8,Dark Petition,Magic Origins,2.79,$3.14
3,3,Dark Privilege,Visions,0.17,$0.15
24,8,Dark Prophecy,Magic 2014 Core Set,0.32,$0.32
1,1,Dark Ritual,Revised Edition,0.62,$0.63
8,8,Dark Ritual,Revised Edition,0.62,$0.63
1,1,Dark Ritual,Ice Age,0.62,$0.64
1,1,Dark Ritual,Mirage,0.65,$0.68
1,1,Dark Ritual,Urza's Saga,0.62,$0.61
3,3,Dark Ritual,Mercadian Masques,0.67,$0.71
1,1,Dark Sphere,The Dark,1,$1.00
4,4,Dark Sphere,The Dark,1,$1.00
5,5,Dark Triumph,Nemesis,0.21,$0.21
1,1,Darkness,Legends,6.99,$6.58
1,1,Darkpact,Revised Edition,0.32,$0.30
2,2,Darkslick Shores,Scars of Mirrodin,8.86,$8.85
1,1,Darksteel Forge,Magic 2014 Core Set,5.61,$5.60
1,1,Darksteel Plate,Mirrodin Besieged,7.38,$7.61
4,4,Darting Merfolk,Mercadian Masques,0.16,$0.14
1,1,Dauthi Cutthroat,Exodus,0.27,$0.25
2,2,Dauthi Jackal,Exodus,0.18,$0.16
2,2,Dauthi Slayer,Tempest,0.18,$0.18
5,5,Dawnbringer Charioteers,Journey into Nyx,0.3,$0.29
50,8,Daxos of Meletis,Theros,0.33,$0.32
4,4,Day of Judgment,Magic 2012,2.49,$2.49
11,8,Day's Undoing,Magic Origins,4.75,$4.85
39,8,Daybreak Ranger,Innistrad,0.52,$0.55
10,8,Daze,Nemesis,2.47,$2.45
1,1,Dazzling Beauty,Mirage,0.16,$0.14
4,4,Dead Ringers,Apocalypse,0.17,$0.15
1,1,Deadapult,Planeshift,0.33,$0.31
12,8,Deadbridge Chant,Dragon's Maze,2.33,$2.35
37,8,Deadbridge Goliath,Return to Ravnica,0.32,$0.29
20,8,Deadeye Navigator,Avacyn Restored,2.1,$2.17
1,1,Deadfall,Legends,0.37,$0.40
1,1,Deadly Insect,Alliances,0,$0.18
1,1,Deadly Insect,Alliances,0,$0.17
4,4,Deadly Insect,Mercadian Masques,0.17,$0.14
36,8,Dearly Departed,Innistrad,0.35,$0.30
5,5,Death Bomb,Planeshift,0.17,$0.14
4,4,Death Charmer,Prophecy,0.16,$0.14
7,7,Death Mutation,Apocalypse,0.2,$0.18
1,1,Death or Glory,Invasion,0.35,$0.35
2,2,Death Pit Offering,Nemesis,0.35,$0.34
14,8,Death Ward,Revised Edition,0.15,$0.13
1,1,Death Watch,Visions,0.18,$0.16
5,5,Death's Duet,Exodus,0.17,$0.15
44,8,Death's Presence,Return to Ravnica,0.27,$0.26
22,8,Deathbringer Regent,Dragons of Tarkir,0.37,$0.34
26,8,Deathcap Cultivator,Shadows over Innistrad,0.59,$0.84
1,1,Deathgazer,Mercadian Masques,0.19,$0.17
1,1,Deathlace,Revised Edition,0.29,$0.26
9,8,Deathmist Raptor,Dragons of Tarkir,2.63,$3.96
32,8,Deathpact Angel,Gatecrash,0.97,$0.98
19,8,Deathrite Shaman,Return to Ravnica,5.28,$5.39
26,8,Deceiver of Form,Oath of the Gatewatch,0.35,$0.32
8,8,Decimator Web,Mirrodin Besieged,0.32,$0.31
5,5,Declaration in Stone,Shadows over Innistrad,5.51,$5.73
8,8,Deep Spawn,Fallen Empires,0.19,$0.20
6,6,Deep Water,The Dark,0.16,$0.14
38,8,Deepfathom Skulker,Oath of the Gatewatch,0.31,$0.29
3,3,Deepwood Drummer,Mercadian Masques,0.16,$0.14
1,1,Deepwood Elder,Mercadian Masques,0.32,$0.29
4,4,Deepwood Ghoul,Mercadian Masques,0.17,$0.14
1,1,Deepwood Legate,Mercadian Masques,0.19,$0.17
1,1,Deepwood Tantiv,Mercadian Masques,0.2,$0.18
4,4,Deepwood Wolverine,Mercadian Masques,0.17,$0.15
9,8,Defender en-Vec,Nemesis,0.16,$0.14
2,2,Defender of Chaos,Urza's Legacy,0.16,$0.14
1,1,Defender of Law,Urza's Legacy,0.18,$0.16
1,1,Defense of the Heart,Urza's Legacy,10.62,$10.76
1,1,Defensive Formation,Urza's Saga,0.22,$0.22
46,8,Defiant Bloodlord,Battle for Zendikar,0.31,$0.27
11,8,Defiant Falcon,Nemesis,0.16,$0.17
3,3,Defiant Vanguard,Nemesis,0.2,$0.21
2,2,Defiling Tears,Invasion,0.2,$0.17
30,8,Deflecting Palm,Khans of Tarkir,0.66,$0.67
4,4,Dega Disciple,Apocalypse,0.17,$0.15
7,7,Dega Sanctuary,Apocalypse,0.2,$0.18
4,4,Dehydration,Mercadian Masques,0.17,$0.14
29,8,Deicide,Journey into Nyx,0.37,$0.36
5,5,Delif's Cone,Fallen Empires,0.17,$0.16
2,2,Delif's Cube,Fallen Empires,0.34,$0.28
1,1,Delirium,Mirage,0.28,$0.24
1,1,Delraich,Mercadian Masques,0.79,$0.83
1,1,Demonic Attorney,Revised Edition,0.31,$0.29
1,1,Demonic Hordes,Revised Edition,0.92,$0.92
10,8,Demonic Pact,Magic Origins,4.45,$4.34
37,8,Demonic Rising,Avacyn Restored,0.29,$0.25
2,2,Demonic Tutor,Revised Edition,16.48,$16.36
43,8,Demonlord of Ashmouth,Avacyn Restored,0.46,$0.42
18,8,Den Protector,Dragons of Tarkir,2.33,$2.74
2,2,Deranged Hermit,Urza's Legacy,9.11,$8.50
40,8,Deranged Outcast,Dark Ascension,0.27,$0.25
2,2,Derelor,Fallen Empires,0.3,$0.28
3,3,Descend upon the Sinful,Shadows over Innistrad,1.43,$1.61
3,3,Descendants' Path,Avacyn Restored,3.2,$3.68
28,8,Descent into Madness,Avacyn Restored,0.8,$0.72
6,6,Descent of the Dragons,Dragons of Tarkir,2.18,$2.31
17,8,Desecration Demon,Return to Ravnica,1.48,$1.58
6,6,Desert,Arabian Nights,0.88,$1.18
1,1,Desert,Arabian Nights,0.88,$1.18
1,1,Desert Twister,Arabian Nights,13.82,$16.69
1,1,Desert Twister,Revised Edition,0.24,$0.22
1,1,Desert Twister,Revised Edition,0.24,$0.22
2,2,Desert Twister,Mercadian Masques,0.26,$0.24
2,2,Desertion,Visions,5.39,$5.32
31,8,Desolate Lighthouse,Avacyn Restored,1.16,$1.18
35,8,Desolation Twin,Battle for Zendikar,0.42,$0.42
3,3,Despoil,Prophecy,0.18,$0.16
24,8,Despoiler of Souls,Magic Origins,0.38,$0.47
1,1,Despondency,Urza's Saga,0.17,$0.14
24,8,Detention Sphere,Return to Ravnica,1.48,$1.60
4,4,Devastate,Prophecy,0.16,$0.14
1,1,Devastation,Portal,16.01,$17.14
21,8,Devastation Tide,Avacyn Restored,0.59,$0.59
26,8,Devil's Play,Innistrad,0.32,$0.31
12,8,Devils' Playground,Shadows over Innistrad,0.26,$0.25
2,2,Devouring Deep,Legends,0.17,$0.18
1,1,Devouring Strossus,Invasion,0.44,$0.45
3,3,Devout Harpist,Urza's Legacy,0.16,$0.14
10,8,Devout Invocation,Magic 2014 Core Set,1.4,$1.45
4,4,Devout Witness,Mercadian Masques,0.17,$0.14
1,1,Diabolic Intent,Planeshift,16.3,$15.66
4,4,Diabolic Machine,The Dark,0.2,$0.20
3,3,Diabolic Revelation,Magic 2013,1.21,$1.17
1,1,Diabolic Servitude,Urza's Saga,0.24,$0.24
1,1,Diabolic Vision,Ice Age,0.32,$0.33
3,3,Dictate of Erebos,Journey into Nyx,2.93,$2.98
13,8,Dictate of Heliod,Journey into Nyx,0.32,$0.31
7,7,Dictate of Karametra,Journey into Nyx,0.39,$0.37
10,8,Dictate of Kruphix,Journey into Nyx,1.12,$1.22
12,8,Dictate of the Twin Gods,Journey into Nyx,0.28,$0.28
1,1,Didgeridoo,Homelands,1.79,$3.48
35,8,Dig Through Time,Khans of Tarkir,1.18,$1.27
58,8,Diluvian Primordial,Gatecrash,0.32,$0.32
46,8,Dimensional Infiltrator,Oath of the Gatewatch,0.42,$0.46
2,2,Dingus Egg,Revised Edition,0.32,$0.32
1,1,Dingus Egg,Revised Edition,0.32,$0.32
2,2,Diplomatic Escort,Mercadian Masques,0.19,$0.18
3,3,Diplomatic Immunity,Mercadian Masques,0.39,$0.38
7,7,Diregraf Colossus,Shadows over Innistrad,2.17,$2.28
4,4,Dirtcowl Wurm,Tempest,0.7,$0.75
26,8,Disciple of Bolas,Magic 2013,0.54,$0.54
6,6,Disciple of Kangee,Planeshift,0.17,$0.14
2,2,Disciple of Law,Urza's Saga,0.17,$0.15
23,8,Disciple of the Ring,Magic Origins,0.85,$1.08
2,2,Disempower,Mirage,0.16,$0.14
15,8,Disenchant,Revised Edition,0.19,$0.18
1,1,Disenchant,Fourth Edition,0.14,$0.18
3,3,Disenchant,Ice Age,0.19,$0.18
1,1,Disenchant,Mirage,0.19,$0.18
1,1,Disenchant,Tempest,0.18,$0.16
1,1,Disenchant,Urza's Saga,0.19,$0.17
4,4,Disenchant,Mercadian Masques,0.18,$0.17
3,3,Disintegrate,Revised Edition,0.17,$0.16
6,6,Disintegrate,Revised Edition,0.17,$0.16
5,5,Dismantling Blow,Invasion,0.2,$0.19
25,8,Dismiss into Dream,Magic 2014 Core Set,0.28,$0.25
16,8,Displacement Wave,Magic Origins,0.33,$0.32
1,1,Disrupt,Weatherlight,0.19,$0.19
1,1,Disrupt,Invasion,0.25,$0.25
1,1,Disrupting Scepter,Revised Edition,0.31,$0.29
1,1,Disrupting Scepter,Fourth Edition,0.24,$0.27
3,3,Disruptive Student,Urza's Saga,0.18,$0.16
11,8,Distant Memories,Mirrodin Besieged,0.27,$0.26
7,7,Diversionary Tactics,Apocalypse,0.2,$0.19
31,8,Divine Deflection,Avacyn Restored,0.28,$0.26
4,4,Divine Light,Apocalypse,0.17,$0.15
1,1,Divine Offering,Legends,0.28,$0.26
3,3,Divine Offering,Legends,0.28,$0.26
1,1,Divine Offering,Mirage,0.18,$0.15
36,8,Divine Reckoning,Innistrad,0.3,$0.29
7,7,Diving Griffin,Prophecy,0.17,$0.14
1,1,Divining Witch,Nemesis,0.43,$0.53
5,5,Dizzying Gaze,Exodus,0.16,$0.14
9,8,Djinn of Wishes,Magic 2012,0.29,$0.25
2,2,Do or Die,Invasion,1.87,$1.88
7,7,Dodecapod,Apocalypse,0.2,$0.18
25,8,Domestication,Magic 2014 Core Set,0.28,$0.27
1,1,Dominaria's Judgment,Planeshift,0.33,$0.31
7,7,Dominate,Nemesis,0.25,$0.25
1,1,Donate,Urza's Destiny,3.83,$3.76
35,8,Doomwake Giant,Journey into Nyx,0.32,$0.34
7,7,Door of Destinies,Magic 2014 Core Set,4.43,$4.34
