cardName,setName,foil,qtyOwned,buyPrice,sellPrice,buyMerchant,sellMerchant,buyQty,sellQty,spread
Darkpact,Revised Edition,0,1,0.11,0.32,abugames,tcgplayer,20,,%
Death Ward,Revised Edition,0,14,,0.15,,tcgplayer,,,%
Deathlace,Revised Edition,0,1,0.11,0.29,abugames,tcgplayer,20,,%
Demonic Attorney,Revised Edition,0,1,0.11,0.31,abugames,tcgplayer,20,,%
Demonic Hordes,Revised Edition,0,1,0.75,0.92,magicdotcards,tcgplayer,,,%
Demonic Tutor,Revised Edition,0,2,10,16.48,magicdotcards,tcgplayer,,,%
Desert Twister,Revised Edition,0,1,,0.24,,tcgplayer,,,%
Dingus Egg,Revised Edition,0,1,0.25,0.32,magicdotcards,tcgplayer,,,%
Disenchant,Revised Edition,0,15,0.02,0.19,abugames,tcgplayer,99,,%
Disintegrate,Revised Edition,0,6,,0.17,,tcgplayer,,,%
Disrupting Scepter,Revised Edition,0,1,0.16,0.31,abugames,tcgplayer,20,,%
Dragon Engine,Revised Edition,0,2,0.11,0.34,abugames,tcgplayer,20,,%
Dragon Whelp,Revised Edition,0,2,,0.22,,tcgplayer,,,%
Drain Life,Revised Edition,0,4,,0.17,,tcgplayer,,,%
Drain Power,Revised Edition,0,3,0.38,0.75,cardkingdom,tcgplayer,10,,%
Drudge Skeletons,Revised Edition,0,3,,0.16,,tcgplayer,,,%
Dwarven Warriors,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Earth Elemental,Revised Edition,0,4,,0.17,,tcgplayer,,,%
Earthbind,Revised Edition,0,5,,0.16,,tcgplayer,,,%
Ebony Horse,Revised Edition,0,3,0.11,0.31,abugames,tcgplayer,20,,%
Energy Flux,Revised Edition,0,2,0.02,0.23,abugames,tcgplayer,99,,%
Erg Raiders,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Evil Presence,Revised Edition,0,1,,0.2,,tcgplayer,,,%
Fastbond,Revised Edition,0,2,3.5,4.2,magicdotcards,tcgplayer,,,%
Fear,Revised Edition,0,5,,0.15,,tcgplayer,,,%
Feedback,Revised Edition,0,1,,0.19,,tcgplayer,,,%
Fire Elemental,Revised Edition,0,3,,0.19,,tcgplayer,,,%
Fireball,Revised Edition,0,8,,0.17,,tcgplayer,,,%
Firebreathing,Revised Edition,0,10,,0.15,,tcgplayer,,,%
Flashfires,Revised Edition,0,2,0.01,0.18,magicdotcards,tcgplayer,,,%
Flight,Revised Edition,0,1,,0.16,,tcgplayer,,,%
Flying Carpet,Revised Edition,0,2,0.14,0.32,abugames,tcgplayer,12,,%
Fog,Revised Edition,0,5,,0.17,,tcgplayer,,,%
Fork,Revised Edition,0,5,4,4.66,magicdotcards,tcgplayer,,,%
Frozen Shade,Revised Edition,0,9,,0.15,,tcgplayer,,,%
Fungusaur,Revised Edition,0,2,0.1,0.29,magicdotcards,tcgplayer,,,%
Giant Growth,Revised Edition,0,7,,0.15,,tcgplayer,,,%
Giant Spider,Revised Edition,0,8,,0.16,,tcgplayer,,,%
Glasses of Urza,Revised Edition,0,1,,0.19,,tcgplayer,,,%
Gloom,Revised Edition,0,4,0.02,0.19,abugames,tcgplayer,99,,%
Goblin Balloon Brigade,Revised Edition,0,1,0.02,0.18,abugames,tcgplayer,50,,%
Goblin King,Revised Edition,0,1,0.75,1.34,magicdotcards,tcgplayer,,,%
Green Ward,Revised Edition,0,4,,0.18,,tcgplayer,,,%
Guardian Angel,Revised Edition,0,5,,0.16,,tcgplayer,,,%
Healing Salve,Revised Edition,0,10,,0.16,,tcgplayer,,,%
Helm of Chatzuk,Revised Edition,0,2,0.1,0.32,magicdotcards,tcgplayer,,,%
Holy Armor,Revised Edition,0,8,,0.16,,tcgplayer,,,%
Holy Strength,Revised Edition,0,6,,0.16,,tcgplayer,,,%
Howl from Beyond,Revised Edition,0,9,,0.15,,tcgplayer,,,%
Hurkyl's Recall,Revised Edition,0,3,2.45,3.61,abugames,tcgplayer,8,,%
Hurricane,Revised Edition,0,3,,0.19,,tcgplayer,,,%
Hypnotic Specter,Revised Edition,0,3,0.3,0.86,abugames,tcgplayer,30,,%
Instill Energy,Revised Edition,0,3,0.02,0.24,abugames,tcgplayer,50,,%
Iron Star,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Ironroot Treefolk,Revised Edition,0,7,0.01,0.15,magicdotcards,tcgplayer,,,%
Island Fish Jasconius,Revised Edition,0,1,0.1,0.32,magicdotcards,tcgplayer,,,%
Ivory Cup,Revised Edition,0,2,,0.17,,tcgplayer,,,%
Ivory Tower,Revised Edition,0,1,0.5,1.16,magicdotcards,tcgplayer,,,%
Jandor's Ring,Revised Edition,0,2,0.1,0.31,magicdotcards,tcgplayer,,,%
Jandor's Saddlebags,Revised Edition,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Jayemdae Tome,Revised Edition,0,1,0.19,0.31,abugames,tcgplayer,12,,%
Juggernaut,Revised Edition,0,5,0.02,0.18,abugames,tcgplayer,99,,%
Jump,Revised Edition,0,5,,0.16,,tcgplayer,,,%
Karma,Revised Edition,0,4,,0.18,,tcgplayer,,,%
Kormus Bell,Revised Edition,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Kudzu,Revised Edition,0,2,0.11,0.33,abugames,tcgplayer,20,,%
Lance,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Library of Leng,Revised Edition,0,4,0.05,0.33,magicdotcards,tcgplayer,,,%
Lifeforce,Revised Edition,0,3,,0.2,,tcgplayer,,,%
Lifetap,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Lightning Bolt,Revised Edition,0,2,1,2.32,magicdotcards,tcgplayer,,,%
Living Wall,Revised Edition,0,3,0.1,0.24,magicdotcards,tcgplayer,,,%
Llanowar Elves,Revised Edition,0,14,0.06,0.19,cardkingdom,tcgplayer,3,,%
Lord of Atlantis,Revised Edition,0,1,3.7,4.96,cardkingdom,tcgplayer,18,,%
Lure,Revised Edition,0,8,,0.18,,tcgplayer,,,%
Magical Hack,Revised Edition,0,3,0.1,0.31,magicdotcards,tcgplayer,,,%
Magnetic Mountain,Revised Edition,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Mana Flare,Revised Edition,0,4,1.03,1.88,abugames,tcgplayer,8,,%
Mana Short,Revised Edition,0,1,0.32,0.71,abugames,tcgplayer,99,,%
Mana Vault,Revised Edition,0,1,5.9,10.99,abugames,tcgplayer,12,,%
Manabarbs,Revised Edition,0,2,0.1,0.33,magicdotcards,tcgplayer,,,%
Meekstone,Revised Edition,0,1,1,1.49,cardkingdom,tcgplayer,7,,%
Merfolk of the Pearl Trident,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Mesa Pegasus,Revised Edition,0,9,,0.16,,tcgplayer,,,%
Mijae Djinn,Revised Edition,0,2,0.25,0.4,magicdotcards,tcgplayer,,,%
Millstone,Revised Edition,0,1,0.1,0.46,magicdotcards,tcgplayer,,,%
Mind Twist,Revised Edition,0,2,2.35,2.7,cardkingdom,tcgplayer,18,,%
Mons's Goblin Raiders,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Nettling Imp,Revised Edition,0,7,0.1,0.22,magicdotcards,tcgplayer,,,%
Nevinyrral's Disk,Revised Edition,0,1,1.5,1.95,magicdotcards,tcgplayer,,,%
Obsianus Golem,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Onulet,Revised Edition,0,1,0.1,0.3,magicdotcards,tcgplayer,,,%
Orcish Oriflamme,Revised Edition,0,5,,0.18,,tcgplayer,,,%
Ornithopter,Revised Edition,0,3,0.1,0.34,magicdotcards,tcgplayer,,,%
Paralyze,Revised Edition,0,4,0.05,0.15,cardkingdom,tcgplayer,1,,%
Pearled Unicorn,Revised Edition,0,5,,0.16,,tcgplayer,,,%
Pestilence,Revised Edition,0,4,,0.17,,tcgplayer,,,%
Phantasmal Forces,Revised Edition,0,5,,0.19,,tcgplayer,,,%
Phantom Monster,Revised Edition,0,3,,0.18,,tcgplayer,,,%
Pirate Ship,Revised Edition,0,2,0.1,0.31,magicdotcards,tcgplayer,,,%
Plague Rats,Revised Edition,0,12,,0.15,,tcgplayer,,,%
Plateau,Revised Edition,0,2,35.81,65.99,abugames,tcgplayer,20,,%
Power Leak,Revised Edition,0,6,,0.16,,tcgplayer,,,%
Power Sink,Revised Edition,0,6,,0.16,,tcgplayer,,,%
Power Surge,Revised Edition,0,1,0.1,0.32,magicdotcards,tcgplayer,,,%
Primal Clay,Revised Edition,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Prodigal Sorcerer,Revised Edition,0,5,0.06,0.17,cardkingdom,tcgplayer,2,,%
Psychic Venom,Revised Edition,0,6,,0.16,,tcgplayer,,,%
Purelace,Revised Edition,0,1,0.1,0.3,magicdotcards,tcgplayer,,,%
Raise Dead,Revised Edition,0,5,,0.16,,tcgplayer,,,%
Reconstruction,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Red Elemental Blast,Revised Edition,0,1,0.06,0.19,cardkingdom,tcgplayer,7,,%
Red Ward,Revised Edition,0,2,,0.19,,tcgplayer,,,%
Regeneration,Revised Edition,0,6,,0.17,,tcgplayer,,,%
Regrowth,Revised Edition,0,4,0.25,1.3,magicdotcards,tcgplayer,,,%
Resurrection,Revised Edition,0,7,,0.24,,tcgplayer,,,%
Reverse Damage,Revised Edition,0,1,0.25,0.35,magicdotcards,tcgplayer,,,%
Reverse Polarity,Revised Edition,0,1,0.06,0.18,cardkingdom,tcgplayer,1,,%
Roc of Kher Ridges,Revised Edition,0,3,0.11,0.32,abugames,tcgplayer,20,,%
Rock Hydra,Revised Edition,0,2,0.32,0.44,abugames,tcgplayer,8,,%
Rod of Ruin,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Sacrifice,Revised Edition,0,3,,0.2,,tcgplayer,,,%
Samite Healer,Revised Edition,0,12,,0.16,,tcgplayer,,,%
Savannah,Revised Edition,0,3,52.34,87.49,abugames,tcgplayer,20,,%
Scathe Zombies,Revised Edition,0,5,,0.15,,tcgplayer,,,%
Scavenging Ghoul,Revised Edition,0,1,,0.17,,tcgplayer,,,%
Scrubland,Revised Edition,0,2,48,78.69,cardkingdom,tcgplayer,19,,%
Scryb Sprites,Revised Edition,0,9,,0.16,,tcgplayer,,,%
Sea Serpent,Revised Edition,0,5,,0.15,,tcgplayer,,,%
Sedge Troll,Revised Edition,0,2,0.14,0.36,abugames,tcgplayer,8,,%
Serendib Efreet,Revised Edition,0,1,0.62,0.82,abugames,tcgplayer,12,,%
Serra Angel,Revised Edition,0,2,0.25,0.36,magicdotcards,tcgplayer,,,%
Shatter,Revised Edition,0,10,,0.15,,tcgplayer,,,%
Shatterstorm,Revised Edition,0,4,0.46,1.13,abugames,tcgplayer,30,,%
Shivan Dragon,Revised Edition,0,1,1.33,1.04,abugames,tcgplayer,12,,%
Simulacrum,Revised Edition,0,2,0.1,0.2,magicdotcards,tcgplayer,,,%
Siren's Call,Revised Edition,0,6,,0.19,,tcgplayer,,,%
Sol Ring,Revised Edition,0,3,2.58,4.13,abugames,tcgplayer,10,,%
Sorceress Queen,Revised Edition,0,1,0.25,0.52,magicdotcards,tcgplayer,,,%
Soul Net,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Spell Blast,Revised Edition,0,7,,0.16,,tcgplayer,,,%
Stasis,Revised Edition,0,1,0.76,1.53,abugames,tcgplayer,20,,%
Steal Artifact,Revised Edition,0,3,,0.19,,tcgplayer,,,%
Stone Giant,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Stone Rain,Revised Edition,0,6,,0.17,,tcgplayer,,,%
Stream of Life,Revised Edition,0,11,,0.16,,tcgplayer,,,%
Sunglasses of Urza,Revised Edition,0,1,0.1,0.32,magicdotcards,tcgplayer,,,%
Swords to Plowshares,Revised Edition,0,1,1.52,2.52,abugames,tcgplayer,10,,%
Taiga,Revised Edition,0,1,49.58,87.43,abugames,tcgplayer,20,,%
Terror,Revised Edition,0,3,,0.17,,tcgplayer,,,%
The Rack,Revised Edition,0,2,1,2.18,magicdotcards,tcgplayer,,,%
Thicket Basilisk,Revised Edition,0,5,,0.19,,tcgplayer,,,%
Thoughtlace,Revised Edition,0,1,0.1,0.29,magicdotcards,tcgplayer,,,%
Throne of Bone,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Timber Wolves,Revised Edition,0,1,0.1,0.33,magicdotcards,tcgplayer,,,%
Titania's Song,Revised Edition,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Tranquility,Revised Edition,0,3,,0.15,,tcgplayer,,,%
Tropical Island,Revised Edition,0,1,160,237.49,cardkingdom,tcgplayer,21,,%
Tsunami,Revised Edition,0,2,,0.2,,tcgplayer,,,%
Tundra,Revised Edition,0,1,135,215.59,cardkingdom,tcgplayer,14,,%
Underground Sea,Revised Edition,0,1,235,358.85,cardkingdom,tcgplayer,17,,%
Unholy Strength,Revised Edition,0,4,,0.15,,tcgplayer,,,%
Unstable Mutation,Revised Edition,0,6,,0.16,,tcgplayer,,,%
Unsummon,Revised Edition,0,10,,0.16,,tcgplayer,,,%
Uthden Troll,Revised Edition,0,2,,0.18,,tcgplayer,,,%
Verduran Enchantress,Revised Edition,0,1,0.3,0.39,cardkingdom,tcgplayer,11,,%
Volcanic Eruption,Revised Edition,0,2,0.1,0.32,magicdotcards,tcgplayer,,,%
Volcanic Island,Revised Edition,0,1,210,332.49,cardkingdom,tcgplayer,17,,%
Wall of Air,Revised Edition,0,4,,0.19,,tcgplayer,,,%
Wall of Bone,Revised Edition,0,5,,0.19,,tcgplayer,,,%
Wall of Brambles,Revised Edition,0,2,,0.19,,tcgplayer,,,%
Wall of Fire,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Wall of Ice,Revised Edition,0,1,,0.2,,tcgplayer,,,%
Wall of Stone,Revised Edition,0,1,,0.2,,tcgplayer,,,%
Wall of Swords,Revised Edition,0,3,,0.19,,tcgplayer,,,%
Wall of Water,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Wall of Wood,Revised Edition,0,9,,0.16,,tcgplayer,,,%
Wanderlust,Revised Edition,0,1,,0.18,,tcgplayer,,,%
War Mammoth,Revised Edition,0,6,,0.17,,tcgplayer,,,%
Warp Artifact,Revised Edition,0,1,0.1,0.32,magicdotcards,tcgplayer,,,%
Weakness,Revised Edition,0,4,,0.16,,tcgplayer,,,%
Wheel of Fortune,Revised Edition,0,3,18.5,23.46,cardkingdom,tcgplayer,21,,%
White Knight,Revised Edition,0,2,0.05,0.27,magicdotcards,tcgplayer,,,%
White Ward,Revised Edition,0,4,,0.18,,tcgplayer,,,%
Wild Growth,Revised Edition,0,15,,0.17,,tcgplayer,,,%
Wooden Sphere,Revised Edition,0,1,,0.18,,tcgplayer,,,%
Inquisition of Kozilek,Rise of the Eldrazi,0,1,8.8,13.55,isleofcards,isleofcards,1,8,%
Kor Spiritdancer,Rise of the Eldrazi,0,4,8.42,12.03,isleofcards,isleofcards,5,6,%
"Ulamog, the Infinite Gyre",Rise of the Eldrazi,0,1,13.19,17.95,isleofcards,isleofcards,9,3,%
"Oboro, Palace in the Clouds",Saviors of Kamigawa,0,2,15.47,21.34,isleofcards,isleofcards,7,5,%
Argent Sphinx,Scars of Mirrodin,0,10,0.1,0.28,magicdotcards,tcgplayer,,,%
Asceticism,Scars of Mirrodin,0,2,5.49,9.45,adventureson,tcgplayer,8,,%
Carnifex Demon,Scars of Mirrodin,0,10,0.1,0.32,magicdotcards,isleofcards,,12,%
Cerebral Eruption,Scars of Mirrodin,0,12,0.1,0.29,magicdotcards,tcgplayer,,,%
Chimeric Mass,Scars of Mirrodin,0,10,0.14,0.29,isleofcards,tcgplayer,2,,%
Contagion Engine,Scars of Mirrodin,0,3,2.02,4.04,isleofcards,isleofcards,6,4,%
Darkslick Shores,Scars of Mirrodin,0,2,6.2,8.86,isleofcards,isleofcards,1,8,%
Elspeth Tirel,Scars of Mirrodin,0,3,7.01,10.31,isleofcards,tcgplayer,10,,%
Etched Champion,Scars of Mirrodin,0,3,3,3.39,magicdotcards,tcgplayer,,,%
Ezuri's Brigade,Scars of Mirrodin,0,5,0.1,0.28,magicdotcards,isleofcards,,12,%
Genesis Wave,Scars of Mirrodin,0,1,4.14,6.9,isleofcards,isleofcards,2,6,%
"Geth, Lord of the Vault",Scars of Mirrodin,0,1,4.73,6.86,isleofcards,isleofcards,10,2,%
Grand Architect,Scars of Mirrodin,0,5,1.01,2.71,abugames,isleofcards,30,12,%
Grindclock,Scars of Mirrodin,0,13,0.1,0.38,magicdotcards,tcgplayer,,,%
Hoard-Smelter Dragon,Scars of Mirrodin,0,3,0.15,0.31,isleofcards,tcgplayer,2,,%
Indomitable Archangel,Scars of Mirrodin,0,2,1,1.43,magicdotcards,tcgplayer,,,%
Inexorable Tide,Scars of Mirrodin,0,2,0.2,0.64,adventureson,isleofcards,20,4,%
"Kemba, Kha Regent",Scars of Mirrodin,0,19,0.1,0.42,magicdotcards,tcgplayer,,,%
Kuldotha Forgemaster,Scars of Mirrodin,0,3,1.21,2.2,isleofcards,isleofcards,7,3,%
Kuldotha Phoenix,Scars of Mirrodin,0,11,0.14,0.28,isleofcards,isleofcards,2,10,%
Leonin Arbiter,Scars of Mirrodin,0,10,3,4.69,cardkingdom,isleofcards,33,12,%
Livewire Lash,Scars of Mirrodin,0,3,0.1,0.4,adventureson,tcgplayer,27,,%
Lux Cannon,Scars of Mirrodin,0,1,2,2.94,magicdotcards,tcgplayer,,,%
Memoricide,Scars of Mirrodin,0,1,0.19,0.38,isleofcards,isleofcards,3,6,%
Mimic Vat,Scars of Mirrodin,0,2,1.62,2.95,isleofcards,isleofcards,7,5,%
Mindslaver,Scars of Mirrodin,0,1,2.5,4.93,magicdotcards,isleofcards,,10,%
Molten Psyche,Scars of Mirrodin,0,11,0.1,0.38,adventureson,tcgplayer,15,,%
Mox Opal,Scars of Mirrodin,0,2,27.27,39.23,isleofcards,tcgplayer,5,,%
Myr Battlesphere,Scars of Mirrodin,0,8,0.25,0.56,cardkingdom,tcgplayer,22,,%
Myr Propagator,Scars of Mirrodin,0,9,0.21,0.33,cardkingdom,tcgplayer,17,,%
Myr Reservoir,Scars of Mirrodin,0,10,0.27,0.55,isleofcards,isleofcards,3,6,%
Necrotic Ooze,Scars of Mirrodin,0,12,0.7,1.4,isleofcards,isleofcards,2,9,%
Painful Quandary,Scars of Mirrodin,0,3,2,2.78,magicdotcards,isleofcards,,5,%
Precursor Golem,Scars of Mirrodin,0,9,0.14,0.29,isleofcards,tcgplayer,3,,%
Prototype Portal,Scars of Mirrodin,0,8,0.5,1.28,magicdotcards,isleofcards,,11,%
Putrefax,Scars of Mirrodin,0,11,0.1,0.31,magicdotcards,tcgplayer,,,%
Quicksilver Gargantuan,Scars of Mirrodin,0,4,0.46,0.92,isleofcards,isleofcards,1,5,%
Ratchet Bomb,Scars of Mirrodin,0,1,0.5,1.1,magicdotcards,tcgplayer,,,%
Razorverge Thicket,Scars of Mirrodin,0,5,6,8.22,magicdotcards,isleofcards,,11,%
Seachrome Coast,Scars of Mirrodin,0,3,3.85,5.36,abugames,isleofcards,16,6,%
Semblance Anvil,Scars of Mirrodin,0,6,0.5,1.12,magicdotcards,isleofcards,,9,%
Shape Anew,Scars of Mirrodin,0,4,0.5,1.06,magicdotcards,isleofcards,,12,%
"Skithiryx, the Blight Dragon",Scars of Mirrodin,0,2,8,11.57,magicdotcards,isleofcards,,3,%
Spikeshot Elder,Scars of Mirrodin,0,9,0.2,0.4,isleofcards,tcgplayer,6,,%
Steel Hellkite,Scars of Mirrodin,0,6,0.26,0.95,cardkingdom,isleofcards,17,8,%
Strata Scythe,Scars of Mirrodin,0,7,0.14,0.29,isleofcards,isleofcards,6,5,%
Sunblast Angel,Scars of Mirrodin,0,3,0.25,0.73,magicdotcards,tcgplayer,,,%
Tempered Steel,Scars of Mirrodin,0,9,0.93,1.38,abugames,tcgplayer,20,,%
Tower of Calamities,Scars of Mirrodin,0,10,0.1,0.34,magicdotcards,isleofcards,,10,%
True Conviction,Scars of Mirrodin,0,2,0.5,1.45,magicdotcards,isleofcards,,10,%
Tunnel Ignus,Scars of Mirrodin,0,13,0.1,0.29,magicdotcards,isleofcards,,12,%
Wurmcoil Engine,Scars of Mirrodin,0,4,12,17.48,magicdotcards,isleofcards,,12,%
Cursecatcher,Shadowmoor,0,3,6.91,11.52,isleofcards,tcgplayer,2,,%
Kitchen Finks,Shadowmoor,0,1,10.34,14.78,isleofcards,isleofcards,6,6,%
Painter's Servant,Shadowmoor,0,2,14.61,19.89,isleofcards,tcgplayer,8,,%
Prismatic Omen,Shadowmoor,0,1,10.94,15.09,isleofcards,isleofcards,7,3,%
Sunken Ruins,Shadowmoor,0,2,12.09,16.26,adventureson,isleofcards,14,3,%
Altered Ego,Shadows over Innistrad,0,31,0.1,0.36,magicdotcards,isleofcards,,40,%
Always Watching,Shadows over Innistrad,0,30,1.4,2,cardkingdom,tcgplayer,134,,%
Angel of Deliverance,Shadows over Innistrad,0,14,0.1,0.3,magicdotcards,isleofcards,,40,%
Anguished Unmaking,Shadows over Innistrad,0,17,0.93,1.86,isleofcards,isleofcards,3,36,%
Archangel Avacyn,Shadows over Innistrad,0,2,16.5,20.71,cardkingdom,isleofcards,106,31,%
Arlinn Kord,Shadows over Innistrad,0,8,7,10.92,cardkingdom,isleofcards,51,37,%
Asylum Visitor,Shadows over Innistrad,0,9,0.52,0.95,cardkingdom,tcgplayer,118,,%
Avacyn's Judgment,Shadows over Innistrad,0,19,0.34,0.68,isleofcards,isleofcards,7,23,%
Behold the Beyond,Shadows over Innistrad,0,8,0.25,0.91,magicdotcards,isleofcards,,40,%
Brain in a Jar,Shadows over Innistrad,0,8,0.62,0.89,isleofcards,isleofcards,19,3,%
Burn from Within,Shadows over Innistrad,0,11,0.19,0.38,isleofcards,tcgplayer,3,,%
Bygone Bishop,Shadows over Innistrad,0,12,0.8,1.46,cardkingdom,isleofcards,94,22,%
Choked Estuary,Shadows over Innistrad,0,4,1,1.9,cardkingdom,isleofcards,107,19,%
Confirm Suspicions,Shadows over Innistrad,0,13,0.1,0.32,adventureson,isleofcards,45,40,%
Corrupted Grafstone,Shadows over Innistrad,0,17,0.1,0.33,magicdotcards,tcgplayer,,,%
Cryptolith Rite,Shadows over Innistrad,0,36,1.5,2.46,magicdotcards,isleofcards,,11,%
Deathcap Cultivator,Shadows over Innistrad,0,26,0.29,0.59,isleofcards,isleofcards,8,32,%
Declaration in Stone,Shadows over Innistrad,0,5,4,5.51,cardkingdom,isleofcards,152,14,%
Descend upon the Sinful,Shadows over Innistrad,0,3,0.71,1.43,isleofcards,isleofcards,11,28,%
Devils' Playground,Shadows over Innistrad,0,12,0.13,0.26,isleofcards,tcgplayer,4,,%
Diregraf Colossus,Shadows over Innistrad,0,7,1.25,2.17,cardkingdom,isleofcards,113,19,%
Drogskol Cavalry,Shadows over Innistrad,0,19,0.1,0.27,magicdotcards,tcgplayer,,,%
Drownyard Temple,Shadows over Innistrad,0,22,0.41,0.82,isleofcards,isleofcards,4,31,%
Eerie Interlude,Shadows over Innistrad,0,11,0.31,0.63,isleofcards,tcgplayer,9,,%
Elusive Tormentor,Shadows over Innistrad,0,12,0.19,0.38,isleofcards,tcgplayer,3,,%
Engulf the Shore,Shadows over Innistrad,0,10,0.62,1.24,isleofcards,isleofcards,24,2,%
Epiphany at the Drownyard,Shadows over Innistrad,0,27,0.21,0.43,isleofcards,tcgplayer,4,,%
Ever After,Shadows over Innistrad,0,12,0.25,0.63,magicdotcards,isleofcards,,40,%
Falkenrath Gorger,Shadows over Innistrad,0,9,0.64,1.18,isleofcards,isleofcards,21,17,%
Fevered Visions,Shadows over Innistrad,0,20,0.4,0.81,isleofcards,tcgplayer,6,,%
Flameblade Angel,Shadows over Innistrad,0,11,0.1,0.32,magicdotcards,tcgplayer,,,%
Foreboding Ruins,Shadows over Innistrad,0,28,1.75,2.22,cardkingdom,isleofcards,106,4,%
Forgotten Creation,Shadows over Innistrad,0,11,0.1,0.39,magicdotcards,tcgplayer,,,%
Fortified Village,Shadows over Innistrad,0,14,1.03,2.06,isleofcards,isleofcards,12,18,%
From Under the Floorboards,Shadows over Innistrad,0,15,0.1,0.43,cardkingdom,isleofcards,60,40,%
Game Trail,Shadows over Innistrad,0,4,1.25,2,cardkingdom,isleofcards,95,23,%
Geier Reach Bandit,Shadows over Innistrad,0,15,0.44,0.89,isleofcards,tcgplayer,7,,%
Geralf's Masterpiece,Shadows over Innistrad,0,7,0.47,0.95,isleofcards,isleofcards,2,37,%
Goldnight Castigator,Shadows over Innistrad,0,8,0.8,1.91,adventureson,isleofcards,6,33,%
Hanweir Militia Captain,Shadows over Innistrad,0,6,0.6,1.08,cardkingdom,isleofcards,97,31,%
Harness the Storm,Shadows over Innistrad,0,10,0.1,0.32,magicdotcards,isleofcards,,40,%
Inexorable Blob,Shadows over Innistrad,0,13,0.1,0.35,adventureson,isleofcards,7,40,%
Invocation of Saint Traft,Shadows over Innistrad,0,13,0.1,0.3,magicdotcards,tcgplayer,,,%
"Jace, Unraveler of Secrets",Shadows over Innistrad,0,1,4,6.33,magicdotcards,isleofcards,,26,%
Markov Dreadknight,Shadows over Innistrad,0,14,0.1,0.26,magicdotcards,isleofcards,,40,%
Mindwrack Demon,Shadows over Innistrad,0,13,2,2.52,magicdotcards,isleofcards,,18,%
"Nahiri, the Harbinger",Shadows over Innistrad,0,5,16.45,23.5,isleofcards,isleofcards,2,36,%
Nephalia Moondrakes,Shadows over Innistrad,0,18,0.1,0.31,magicdotcards,tcgplayer,,,%
"Odric, Lunarch Marshal",Shadows over Innistrad,0,7,0.28,0.57,isleofcards,isleofcards,6,31,%
"Olivia, Mobilized for War",Shadows over Innistrad,0,4,4,5.23,cardkingdom,isleofcards,69,21,%
Port Town,Shadows over Innistrad,0,15,1.7,2.1,cardkingdom,isleofcards,93,16,%
Prized Amalgam,Shadows over Innistrad,0,18,1.4,2.55,cardkingdom,isleofcards,131,22,%
Rattlechains,Shadows over Innistrad,0,2,2.5,5.62,cardkingdom,tcgplayer,139,,%
Relentless Dead,Shadows over Innistrad,0,5,8.61,12.3,isleofcards,isleofcards,6,21,%
Sage of Ancient Lore,Shadows over Innistrad,0,11,0.18,0.36,isleofcards,isleofcards,3,36,%
Scourge Wolf,Shadows over Innistrad,0,14,0.17,0.34,isleofcards,tcgplayer,1,,%
Seasons Past,Shadows over Innistrad,0,4,0.8,2.22,cardkingdom,isleofcards,82,47,%
Second Harvest,Shadows over Innistrad,0,10,0.1,0.54,magicdotcards,tcgplayer,,,%
"Sigarda, Heron's Grace",Shadows over Innistrad,0,14,1.03,2.06,isleofcards,isleofcards,1,34,%
Silverfur Partisan,Shadows over Innistrad,0,14,0.44,0.89,isleofcards,isleofcards,4,31,%
Sin Prodder,Shadows over Innistrad,0,11,0.47,0.95,isleofcards,isleofcards,3,30,%
Slayer's Plate,Shadows over Innistrad,0,15,0.1,0.26,magicdotcards,tcgplayer,,,%
"Sorin, Grim Nemesis",Shadows over Innistrad,0,4,6,8.74,magicdotcards,isleofcards,,28,%
Soul Swallower,Shadows over Innistrad,0,14,0.14,0.28,isleofcards,tcgplayer,1,,%
Startled Awake,Shadows over Innistrad,0,1,2,2.65,adventureson,tcgplayer,4,,%
Tamiyo's Journal,Shadows over Innistrad,0,9,0.29,0.59,isleofcards,tcgplayer,6,,%
Thalia's Lieutenant,Shadows over Innistrad,0,9,2.5,3.5,cardkingdom,tcgplayer,111,,%
The Gitrog Monster,Shadows over Innistrad,0,21,2,3.27,magicdotcards,isleofcards,,34,%
Thing in the Ice,Shadows over Innistrad,0,6,3.25,4.46,cardkingdom,isleofcards,130,17,%
